arch,symbol,dll,export,lib
x64,GdipSetStringFormatTrimming,gdiplus.dll,GdipSetStringFormatTrimming,gdiplus.lib
x64,GdipSetTextContrast,gdiplus.dll,GdipSetTextContrast,gdiplus.lib
x64,GdipSetTextRenderingHint,gdiplus.dll,GdipSetTextRenderingHint,gdiplus.lib
x64,GdipSetTextureTransform,gdiplus.dll,GdipSetTextureTransform,gdiplus.lib
x64,GdipSetTextureWrapMode,gdiplus.dll,GdipSetTextureWrapMode,gdiplus.lib
x64,GdipSetWorldTransform,gdiplus.dll,GdipSetWorldTransform,gdiplus.lib
x64,GdipShearMatrix,gdiplus.dll,GdipShearMatrix,gdiplus.lib
x64,GdipStartPathFigure,gdiplus.dll,GdipStartPathFigure,gdiplus.lib
x64,GdipStringFormatGetGenericDefault,gdiplus.dll,GdipStringFormatGetGenericDefault,gdiplus.lib
x64,GdipStringFormatGetGenericTypographic,gdiplus.dll,GdipStringFormatGetGenericTypographic,gdiplus.lib
x64,GdipTestControl,gdiplus.dll,GdipTestControl,gdiplus.lib
x64,GdipTransformMatrixPoints,gdiplus.dll,GdipTransformMatrixPoints,gdiplus.lib
x64,GdipTransformMatrixPointsI,gdiplus.dll,GdipTransformMatrixPointsI,gdiplus.lib
x64,GdipTransformPath,gdiplus.dll,GdipTransformPath,gdiplus.lib
x64,GdipTransformPoints,gdiplus.dll,GdipTransformPoints,gdiplus.lib
x64,GdipTransformPointsI,gdiplus.dll,GdipTransformPointsI,gdiplus.lib
x64,GdipTransformRegion,gdiplus.dll,GdipTransformRegion,gdiplus.lib
x64,GdipTranslateClip,gdiplus.dll,GdipTranslateClip,gdiplus.lib
x64,GdipTranslateClipI,gdiplus.dll,GdipTranslateClipI,gdiplus.lib
x64,GdipTranslateLineTransform,gdiplus.dll,GdipTranslateLineTransform,gdiplus.lib
x64,GdipTranslateMatrix,gdiplus.dll,GdipTranslateMatrix,gdiplus.lib
x64,GdipTranslatePathGradientTransform,gdiplus.dll,GdipTranslatePathGradientTransform,gdiplus.lib
x64,GdipTranslatePenTransform,gdiplus.dll,GdipTranslatePenTransform,gdiplus.lib
x64,GdipTranslateRegion,gdiplus.dll,GdipTranslateRegion,gdiplus.lib
x64,GdipTranslateRegionI,gdiplus.dll,GdipTranslateRegionI,gdiplus.lib
x64,GdipTranslateTextureTransform,gdiplus.dll,GdipTranslateTextureTransform,gdiplus.lib
x64,GdipTranslateWorldTransform,gdiplus.dll,GdipTranslateWorldTransform,gdiplus.lib
x64,GdipVectorTransformMatrixPoints,gdiplus.dll,GdipVectorTransformMatrixPoints,gdiplus.lib
x64,GdipVectorTransformMatrixPointsI,gdiplus.dll,GdipVectorTransformMatrixPointsI,gdiplus.lib
x64,GdipWarpPath,gdiplus.dll,GdipWarpPath,gdiplus.lib
x64,GdipWidenPath,gdiplus.dll,GdipWidenPath,gdiplus.lib
x64,GdipWindingModeOutline,gdiplus.dll,GdipWindingModeOutline,gdiplus.lib
x64,GdiplusNotificationHook,gdiplus.dll,GdiplusNotificationHook,gdiplus.lib
x64,GdiplusNotificationUnhook,gdiplus.dll,GdiplusNotificationUnhook,gdiplus.lib
x64,GdiplusShutdown,gdiplus.dll,GdiplusShutdown,gdiplus.lib
x64,GdiplusStartup,gdiplus.dll,GdiplusStartup,gdiplus.lib
x64,GenChangeData,OLECLI32.dll,611,olecli32.lib
x64,GenClone,OLECLI32.dll,604,olecli32.lib
x64,GenCopy,OLECLI32.dll,606,olecli32.lib
x64,GenDraw,OLECLI32.dll,609,olecli32.lib
x64,GenEnumFormat,OLECLI32.dll,610,olecli32.lib
x64,GenEqual,OLECLI32.dll,605,olecli32.lib
x64,GenGetData,OLECLI32.dll,601,olecli32.lib
x64,GenQueryBounds,OLECLI32.dll,608,olecli32.lib
x64,GenRelease,OLECLI32.dll,600,olecli32.lib
x64,GenSaveToStream,OLECLI32.dll,603,olecli32.lib
x64,GenSetData,OLECLI32.dll,602,olecli32.lib
x64,GenerateConsoleCtrlEvent,KERNEL32.dll,GenerateConsoleCtrlEvent,kernel32.Lib
x64,GenerateConsoleCtrlEvent,api-ms-win-core-console-l2-1-0.dll,GenerateConsoleCtrlEvent,mincore.lib
x64,GenerateCopyFilePaths,mscms.dll,GenerateCopyFilePaths,Mscms.Lib
x64,GenerateDerivedKey,infocardapi.dll,GenerateDerivedKey,infocardapi.Lib
x64,GenerateGPNotification,USERENV.dll,GenerateGPNotification,UserEnv.Lib
x64,GenerateGPNotification,USERENV.dll,GenerateGPNotification,mincore.lib
x64,GenerateGroupPolicy,APPMGMTS.dll,GenerateGroupPolicy,appmgmts.lib
x64,GenerateMediaEvent,MMDevAPI.DLL,12,mmdevapi.lib
x64,GenericMonitor,NETSH.EXE,GenericMonitor,NetSh.Lib
x64,GetACP,KERNEL32.dll,GetACP,kernel32.Lib
x64,GetACP,api-ms-win-core-localization-l1-2-0.dll,GetACP,mincore.lib
x64,GetALinkMessageDll,alink.dll,GetALinkMessageDll,alink.lib
x64,GetAcceptExSockaddrs,MSWSOCK.dll,GetAcceptExSockaddrs,MsWSock.Lib
x64,GetAcceptExSockaddrs,MSWSOCK.dll,GetAcceptExSockaddrs,mincore.lib
x64,GetAcceptExSockaddrs,WSOCK32.dll,1142,WSock32.Lib
x64,GetAcceptLanguagesA,SHLWAPI.dll,14,ShLwApi.Lib
x64,GetAcceptLanguagesW,SHLWAPI.dll,15,ShLwApi.Lib
x64,GetAcceptLanguagesW,api-ms-win-downlevel-shlwapi-l1-1-0.dll,GetAcceptLanguagesW,mincore_downlevel.lib
x64,GetAccessPermissionsForObjectA,ADVAPI32.dll,GetAccessPermissionsForObjectA,AdvAPI32.Lib
x64,GetAccessPermissionsForObjectW,ADVAPI32.dll,GetAccessPermissionsForObjectW,AdvAPI32.Lib
x64,GetAce,ADVAPI32.dll,GetAce,AdvAPI32.Lib
x64,GetAce,api-ms-win-downlevel-advapi32-l1-1-0.dll,GetAce,mincore_downlevel.lib
x64,GetAce,api-ms-win-security-base-l1-2-0.dll,GetAce,mincore.lib
x64,GetAclInformation,ADVAPI32.dll,GetAclInformation,AdvAPI32.Lib
x64,GetAclInformation,api-ms-win-downlevel-advapi32-l1-1-0.dll,GetAclInformation,mincore_downlevel.lib
x64,GetAclInformation,api-ms-win-security-base-l1-2-0.dll,GetAclInformation,mincore.lib
x64,GetActiveObject,OLEAUT32.dll,35,OleAut32.Lib
x64,GetActiveObject,OLEAUT32.dll,35,mincore.lib
x64,GetActiveObjectExt,ole32.dll,GetActiveObjectExt,Ole32.Lib
x64,GetActiveProcessorCount,KERNEL32.dll,GetActiveProcessorCount,kernel32.Lib
x64,GetActiveProcessorGroupCount,KERNEL32.dll,GetActiveProcessorGroupCount,kernel32.Lib
x64,GetActivePwrScheme,POWRPROF.dll,GetActivePwrScheme,powrprof.lib
x64,GetActiveWindow,USER32.dll,GetActiveWindow,User32.Lib
x64,GetAdapterIndex,IPHLPAPI.DLL,GetAdapterIndex,IPHlpApi.Lib
x64,GetAdapterIndex,IPHLPAPI.DLL,GetAdapterIndex,mincore.lib
x64,GetAdapterOrderMap,IPHLPAPI.DLL,GetAdapterOrderMap,IPHlpApi.Lib
x64,GetAdapterOrderMap,IPHLPAPI.DLL,GetAdapterOrderMap,mincore.lib
x64,GetAdaptersAddresses,IPHLPAPI.DLL,GetAdaptersAddresses,IPHlpApi.Lib
x64,GetAdaptersAddresses,IPHLPAPI.DLL,GetAdaptersAddresses,mincore.lib
x64,GetAdaptersInfo,IPHLPAPI.DLL,GetAdaptersInfo,IPHlpApi.Lib
x64,GetAdaptersInfo,IPHLPAPI.DLL,GetAdaptersInfo,mincore.lib
x64,GetAddrInfoExA,WS2_32.dll,GetAddrInfoExA,WS2_32.Lib
x64,GetAddrInfoExA,WS2_32.dll,GetAddrInfoExA,mincore.lib
x64,GetAddrInfoExCancel,WS2_32.dll,GetAddrInfoExCancel,WS2_32.Lib
x64,GetAddrInfoExCancel,WS2_32.dll,GetAddrInfoExCancel,mincore.lib
x64,GetAddrInfoExOverlappedResult,WS2_32.dll,GetAddrInfoExOverlappedResult,WS2_32.Lib
x64,GetAddrInfoExOverlappedResult,WS2_32.dll,GetAddrInfoExOverlappedResult,mincore.lib
x64,GetAddrInfoExW,WS2_32.dll,GetAddrInfoExW,WS2_32.Lib
x64,GetAddrInfoExW,WS2_32.dll,GetAddrInfoExW,mincore.lib
x64,GetAddrInfoW,WS2_32.dll,GetAddrInfoW,WS2_32.Lib
x64,GetAddrInfoW,WS2_32.dll,GetAddrInfoW,mincore.lib
x64,GetAddressByNameA,MSWSOCK.dll,GetAddressByNameA,MsWSock.Lib
x64,GetAddressByNameA,MSWSOCK.dll,GetAddressByNameA,mincore.lib
x64,GetAddressByNameA,WSOCK32.dll,1109,WSock32.Lib
x64,GetAddressByNameW,MSWSOCK.dll,GetAddressByNameW,MsWSock.Lib
x64,GetAddressByNameW,MSWSOCK.dll,GetAddressByNameW,mincore.lib
x64,GetAddressByNameW,WSOCK32.dll,1110,WSock32.Lib
x64,GetAllUsersProfileDirectoryA,USERENV.dll,GetAllUsersProfileDirectoryA,UserEnv.Lib
x64,GetAllUsersProfileDirectoryA,USERENV.dll,GetAllUsersProfileDirectoryA,mincore.lib
x64,GetAllUsersProfileDirectoryW,USERENV.dll,GetAllUsersProfileDirectoryW,UserEnv.Lib
x64,GetAllUsersProfileDirectoryW,USERENV.dll,GetAllUsersProfileDirectoryW,mincore.lib
x64,GetAltMonthNames,OLEAUT32.dll,332,OleAut32.Lib
x64,GetAltMonthNames,OLEAUT32.dll,332,mincore.lib
x64,GetAltTabInfo,USER32.dll,GetAltTabInfo,User32.Lib
x64,GetAltTabInfoA,USER32.dll,GetAltTabInfoA,User32.Lib
x64,GetAltTabInfoW,USER32.dll,GetAltTabInfoW,User32.Lib
x64,GetAncestor,USER32.dll,GetAncestor,User32.Lib
x64,GetAnycastIpAddressEntry,IPHLPAPI.DLL,GetAnycastIpAddressEntry,IPHlpApi.Lib
x64,GetAnycastIpAddressEntry,IPHLPAPI.DLL,GetAnycastIpAddressEntry,mincore.lib
x64,GetAnycastIpAddressTable,IPHLPAPI.DLL,GetAnycastIpAddressTable,IPHlpApi.Lib
x64,GetAnycastIpAddressTable,IPHLPAPI.DLL,GetAnycastIpAddressTable,mincore.lib
x64,GetAppContainerAce,KERNEL32.dll,GetAppContainerAce,kernel32.Lib
x64,GetAppContainerAce,api-ms-win-security-base-l1-2-0.dll,GetAppContainerAce,mincore.lib
x64,GetAppContainerFolderPath,USERENV.dll,GetAppContainerFolderPath,UserEnv.Lib
x64,GetAppContainerFolderPath,USERENV.dll,GetAppContainerFolderPath,mincore.lib
x64,GetAppContainerNamedObjectPath,KERNEL32.dll,GetAppContainerNamedObjectPath,kernel32.Lib
x64,GetAppContainerNamedObjectPath,api-ms-win-security-appcontainer-l1-1-0.dll,GetAppContainerNamedObjectPath,mincore.lib
x64,GetAppContainerRegistryLocation,USERENV.dll,GetAppContainerRegistryLocation,UserEnv.Lib
x64,GetAppContainerRegistryLocation,USERENV.dll,GetAppContainerRegistryLocation,mincore.lib
x64,GetApplicationRecoveryCallback,KERNEL32.dll,GetApplicationRecoveryCallback,kernel32.Lib
x64,GetApplicationRestartSettings,KERNEL32.dll,GetApplicationRestartSettings,kernel32.Lib
x64,GetApplicationURL,WSClient.dll,GetApplicationURL,wsclient.lib
x64,GetApplicationUserModelId,KERNEL32.dll,GetApplicationUserModelId,kernel32.Lib
x64,GetAppliedGPOListA,USERENV.dll,GetAppliedGPOListA,UserEnv.Lib
x64,GetAppliedGPOListA,USERENV.dll,GetAppliedGPOListA,mincore.lib
x64,GetAppliedGPOListW,USERENV.dll,GetAppliedGPOListW,UserEnv.Lib
x64,GetAppliedGPOListW,USERENV.dll,GetAppliedGPOListW,mincore.lib
x64,GetArcDirection,GDI32.dll,GetArcDirection,Gdi32.Lib
x64,GetArrayContents,dsuiext.dll,576,DSUIExt.Lib
x64,GetAspectRatioFilterEx,GDI32.dll,GetAspectRatioFilterEx,Gdi32.Lib
x64,GetAsyncKeyState,USER32.dll,GetAsyncKeyState,User32.Lib
x64,GetAtomNameA,KERNEL32.dll,GetAtomNameA,kernel32.Lib
x64,GetAtomNameW,KERNEL32.dll,GetAtomNameW,kernel32.Lib
x64,GetAttribIMsgOnIStg,MAPI32.dll,200,MAPI32.Lib
x64,GetAuditedPermissionsFromAclA,ADVAPI32.dll,GetAuditedPermissionsFromAclA,AdvAPI32.Lib
x64,GetAuditedPermissionsFromAclW,ADVAPI32.dll,GetAuditedPermissionsFromAclW,AdvAPI32.Lib
x64,GetAutoRotationState,USER32.dll,GetAutoRotationState,User32.Lib
x64,GetBestInterface,IPHLPAPI.DLL,GetBestInterface,IPHlpApi.Lib
x64,GetBestInterface,IPHLPAPI.DLL,GetBestInterface,mincore.lib
x64,GetBestInterfaceEx,IPHLPAPI.DLL,GetBestInterfaceEx,IPHlpApi.Lib
x64,GetBestInterfaceEx,IPHLPAPI.DLL,GetBestInterfaceEx,mincore.lib
x64,GetBestRoute,IPHLPAPI.DLL,GetBestRoute,IPHlpApi.Lib
x64,GetBestRoute,IPHLPAPI.DLL,GetBestRoute,mincore.lib
x64,GetBestRoute2,IPHLPAPI.DLL,GetBestRoute2,IPHlpApi.Lib
x64,GetBestRoute2,IPHLPAPI.DLL,GetBestRoute2,mincore.lib
x64,GetBinaryType,KERNEL32.dll,GetBinaryType,kernel32.Lib
x64,GetBinaryTypeA,KERNEL32.dll,GetBinaryTypeA,kernel32.Lib
x64,GetBinaryTypeW,KERNEL32.dll,GetBinaryTypeW,kernel32.Lib
x64,GetBitmapBits,GDI32.dll,GetBitmapBits,Gdi32.Lib
x64,GetBitmapDimensionEx,GDI32.dll,GetBitmapDimensionEx,Gdi32.Lib
x64,GetBkColor,GDI32.dll,GetBkColor,Gdi32.Lib
x64,GetBkMode,GDI32.dll,GetBkMode,Gdi32.Lib
x64,GetBoundsRect,GDI32.dll,GetBoundsRect,Gdi32.Lib
x64,GetBrowserToken,infocardapi.dll,GetBrowserToken,infocardapi.Lib
x64,GetBrushOrgEx,GDI32.dll,GetBrushOrgEx,Gdi32.Lib
x64,GetBufferedPaintBits,UxTheme.dll,GetBufferedPaintBits,Uxtheme.lib
x64,GetBufferedPaintDC,UxTheme.dll,GetBufferedPaintDC,Uxtheme.lib
x64,GetBufferedPaintTargetDC,UxTheme.dll,GetBufferedPaintTargetDC,Uxtheme.lib
x64,GetBufferedPaintTargetRect,UxTheme.dll,GetBufferedPaintTargetRect,Uxtheme.lib
x64,GetCIMSSM,USER32.dll,GetCIMSSM,User32.Lib
x64,GetCLRUEFManager,mscoree.dll,24,mscoree.lib
x64,GetCMMInfo,mscms.dll,GetCMMInfo,Mscms.Lib
x64,GetCORRequiredVersion,mscoree.dll,GetCORRequiredVersion,mscoree.lib
x64,GetCORSystemDirectory,mscoree.dll,GetCORSystemDirectory,mscoree.lib
x64,GetCORVersion,mscoree.dll,GetCORVersion,mscoree.lib
x64,GetCPInfo,KERNEL32.dll,GetCPInfo,kernel32.Lib
x64,GetCPInfo,api-ms-win-core-localization-l1-2-0.dll,GetCPInfo,mincore.lib
x64,GetCPInfoExA,KERNEL32.dll,GetCPInfoExA,kernel32.Lib
x64,GetCPInfoExW,KERNEL32.dll,GetCPInfoExW,kernel32.Lib
x64,GetCPInfoExW,api-ms-win-core-localization-l1-2-0.dll,GetCPInfoExW,mincore.lib
x64,GetCPSUIUserData,COMPSTUI.dll,GetCPSUIUserData,compstui.lib
x64,GetCacheServerConnection,WININET.dll,410,WinInet.Lib
x64,GetCachedSigningLevel,KERNEL32.dll,GetCachedSigningLevel,kernel32.Lib
x64,GetCachedSigningLevel,api-ms-win-security-base-l1-2-0.dll,GetCachedSigningLevel,mincore.lib
x64,GetCalendarInfoA,KERNEL32.dll,GetCalendarInfoA,kernel32.Lib
x64,GetCalendarInfoEx,KERNEL32.dll,GetCalendarInfoEx,kernel32.Lib
x64,GetCalendarInfoEx,api-ms-win-core-localization-l1-2-0.dll,GetCalendarInfoEx,mincore.lib
x64,GetCalendarInfoW,KERNEL32.dll,GetCalendarInfoW,kernel32.Lib
x64,GetCalendarInfoW,api-ms-win-core-localization-l1-2-0.dll,GetCalendarInfoW,mincore.lib
x64,GetCapabilitiesStringLength,dxva2.dll,GetCapabilitiesStringLength,dxva2.lib
x64,GetCapture,USER32.dll,GetCapture,User32.Lib
x64,GetCaretBlinkTime,USER32.dll,GetCaretBlinkTime,User32.Lib
x64,GetCaretPos,USER32.dll,GetCaretPos,User32.Lib
x64,GetCharABCWidthsA,GDI32.dll,GetCharABCWidthsA,Gdi32.Lib
x64,GetCharABCWidthsFloatA,GDI32.dll,GetCharABCWidthsFloatA,Gdi32.Lib
x64,GetCharABCWidthsFloatW,GDI32.dll,GetCharABCWidthsFloatW,Gdi32.Lib
x64,GetCharABCWidthsI,GDI32.dll,GetCharABCWidthsI,Gdi32.Lib
x64,GetCharABCWidthsW,GDI32.dll,GetCharABCWidthsW,Gdi32.Lib
x64,GetCharWidth32A,GDI32.dll,GetCharWidth32A,Gdi32.Lib
x64,GetCharWidth32W,GDI32.dll,GetCharWidth32W,Gdi32.Lib
x64,GetCharWidthA,GDI32.dll,GetCharWidthA,Gdi32.Lib
x64,GetCharWidthFloatA,GDI32.dll,GetCharWidthFloatA,Gdi32.Lib
x64,GetCharWidthFloatW,GDI32.dll,GetCharWidthFloatW,Gdi32.Lib
x64,GetCharWidthI,GDI32.dll,GetCharWidthI,Gdi32.Lib
x64,GetCharWidthW,GDI32.dll,GetCharWidthW,Gdi32.Lib
x64,GetCharacterPlacementA,GDI32.dll,GetCharacterPlacementA,Gdi32.Lib
x64,GetCharacterPlacementW,GDI32.dll,GetCharacterPlacementW,Gdi32.Lib
x64,GetClassFile,ole32.dll,GetClassFile,Ole32.Lib
x64,GetClassFileOrMime,urlmon.dll,GetClassFileOrMime,Urlmon.Lib
x64,GetClassFromEndpointId,MMDevAPI.DLL,7,mmdevapi.lib
x64,GetClassInfoA,USER32.dll,GetClassInfoA,User32.Lib
x64,GetClassInfoExA,USER32.dll,GetClassInfoExA,User32.Lib
x64,GetClassInfoExW,USER32.dll,GetClassInfoExW,User32.Lib
x64,GetClassInfoW,USER32.dll,GetClassInfoW,User32.Lib
x64,GetClassLongA,USER32.dll,GetClassLongA,User32.Lib
x64,GetClassLongPtrA,USER32.dll,GetClassLongPtrA,User32.Lib
x64,GetClassLongPtrW,USER32.dll,GetClassLongPtrW,User32.Lib
x64,GetClassLongW,USER32.dll,GetClassLongW,User32.Lib
x64,GetClassNameA,USER32.dll,GetClassNameA,User32.Lib
x64,GetClassNameW,USER32.dll,GetClassNameW,User32.Lib
x64,GetClassURL,urlmon.dll,GetClassURL,Urlmon.Lib
x64,GetClassWord,USER32.dll,GetClassWord,User32.Lib
x64,GetClientRect,USER32.dll,GetClientRect,User32.Lib
x64,GetClipBox,GDI32.dll,GetClipBox,Gdi32.Lib
x64,GetClipCursor,USER32.dll,GetClipCursor,User32.Lib
x64,GetClipRgn,GDI32.dll,GetClipRgn,Gdi32.Lib
x64,GetClipboardData,USER32.dll,GetClipboardData,User32.Lib
x64,GetClipboardFormatNameA,USER32.dll,GetClipboardFormatNameA,User32.Lib
x64,GetClipboardFormatNameW,USER32.dll,GetClipboardFormatNameW,User32.Lib
x64,GetClipboardOwner,USER32.dll,GetClipboardOwner,User32.Lib
x64,GetClipboardSequenceNumber,USER32.dll,GetClipboardSequenceNumber,User32.Lib
x64,GetClipboardViewer,USER32.dll,GetClipboardViewer,User32.Lib
x64,GetClusterFromGroup,CLUSAPI.dll,GetClusterFromGroup,ClusApi.Lib
x64,GetClusterFromNetInterface,CLUSAPI.dll,GetClusterFromNetInterface,ClusApi.Lib
x64,GetClusterFromNetwork,CLUSAPI.dll,GetClusterFromNetwork,ClusApi.Lib
x64,GetClusterFromNode,CLUSAPI.dll,GetClusterFromNode,ClusApi.Lib
x64,GetClusterFromResource,CLUSAPI.dll,GetClusterFromResource,ClusApi.Lib
x64,GetClusterGroupKey,CLUSAPI.dll,GetClusterGroupKey,ClusApi.Lib
x64,GetClusterGroupState,CLUSAPI.dll,GetClusterGroupState,ClusApi.Lib
x64,GetClusterInformation,CLUSAPI.dll,GetClusterInformation,ClusApi.Lib
x64,GetClusterKey,CLUSAPI.dll,GetClusterKey,ClusApi.Lib
x64,GetClusterNetInterface,CLUSAPI.dll,GetClusterNetInterface,ClusApi.Lib
x64,GetClusterNetInterfaceKey,CLUSAPI.dll,GetClusterNetInterfaceKey,ClusApi.Lib
x64,GetClusterNetInterfaceState,CLUSAPI.dll,GetClusterNetInterfaceState,ClusApi.Lib
x64,GetClusterNetworkId,CLUSAPI.dll,GetClusterNetworkId,ClusApi.Lib
x64,GetClusterNetworkKey,CLUSAPI.dll,GetClusterNetworkKey,ClusApi.Lib
x64,GetClusterNetworkState,CLUSAPI.dll,GetClusterNetworkState,ClusApi.Lib
x64,GetClusterNodeId,CLUSAPI.dll,GetClusterNodeId,ClusApi.Lib
x64,GetClusterNodeKey,CLUSAPI.dll,GetClusterNodeKey,ClusApi.Lib
x64,GetClusterNodeState,CLUSAPI.dll,GetClusterNodeState,ClusApi.Lib
x64,GetClusterNotify,CLUSAPI.dll,GetClusterNotify,ClusApi.Lib
x64,GetClusterNotifyV2,CLUSAPI.dll,GetClusterNotifyV2,ClusApi.Lib
x64,GetClusterQuorumResource,CLUSAPI.dll,GetClusterQuorumResource,ClusApi.Lib
x64,GetClusterResourceDependencyExpression,CLUSAPI.dll,GetClusterResourceDependencyExpression,ClusApi.Lib
x64,GetClusterResourceKey,CLUSAPI.dll,GetClusterResourceKey,ClusApi.Lib
x64,GetClusterResourceNetworkName,CLUSAPI.dll,GetClusterResourceNetworkName,ClusApi.Lib
x64,GetClusterResourceState,CLUSAPI.dll,GetClusterResourceState,ClusApi.Lib
x64,GetClusterResourceTypeKey,CLUSAPI.dll,GetClusterResourceTypeKey,ClusApi.Lib
x64,GetClusterSharedVolumeNameForFile,CLUSAPI.dll,GetClusterSharedVolumeNameForFile,ClusApi.Lib
x64,GetColorAdjustment,GDI32.dll,GetColorAdjustment,Gdi32.Lib
x64,GetColorDirectoryA,mscms.dll,GetColorDirectoryA,Mscms.Lib
x64,GetColorDirectoryW,mscms.dll,GetColorDirectoryW,Mscms.Lib
x64,GetColorProfileElement,mscms.dll,GetColorProfileElement,Mscms.Lib
x64,GetColorProfileElementTag,mscms.dll,GetColorProfileElementTag,Mscms.Lib
x64,GetColorProfileFromHandle,mscms.dll,GetColorProfileFromHandle,Mscms.Lib
x64,GetColorProfileHeader,mscms.dll,GetColorProfileHeader,Mscms.Lib
x64,GetColorSpace,GDI32.dll,GetColorSpace,Gdi32.Lib
x64,GetComboBoxInfo,USER32.dll,GetComboBoxInfo,User32.Lib
x64,GetCommConfig,KERNEL32.dll,GetCommConfig,kernel32.Lib
x64,GetCommConfig,api-ms-win-core-comm-l1-1-0.dll,GetCommConfig,mincore.lib
x64,GetCommMask,KERNEL32.dll,GetCommMask,kernel32.Lib
x64,GetCommMask,api-ms-win-core-comm-l1-1-0.dll,GetCommMask,mincore.lib
x64,GetCommModemStatus,KERNEL32.dll,GetCommModemStatus,kernel32.Lib
x64,GetCommModemStatus,api-ms-win-core-comm-l1-1-0.dll,GetCommModemStatus,mincore.lib
x64,GetCommProperties,KERNEL32.dll,GetCommProperties,kernel32.Lib
x64,GetCommProperties,api-ms-win-core-comm-l1-1-0.dll,GetCommProperties,mincore.lib
x64,GetCommState,KERNEL32.dll,GetCommState,kernel32.Lib
x64,GetCommState,api-ms-win-core-comm-l1-1-0.dll,GetCommState,mincore.lib
x64,GetCommTimeouts,KERNEL32.dll,GetCommTimeouts,kernel32.Lib
x64,GetCommTimeouts,api-ms-win-core-comm-l1-1-0.dll,GetCommTimeouts,mincore.lib
x64,GetCommandLineA,KERNEL32.dll,GetCommandLineA,kernel32.Lib
x64,GetCommandLineA,api-ms-win-core-processenvironment-l1-2-0.dll,GetCommandLineA,mincore.lib
x64,GetCommandLineW,KERNEL32.dll,GetCommandLineW,kernel32.Lib
x64,GetCommandLineW,api-ms-win-core-processenvironment-l1-2-0.dll,GetCommandLineW,mincore.lib
x64,GetCompileInfo,mscoree.dll,GetCompileInfo,mscoree.lib
x64,GetComponentIDFromCLSSPEC,urlmon.dll,GetComponentIDFromCLSSPEC,Urlmon.Lib
x64,GetCompressedFileSizeA,KERNEL32.dll,GetCompressedFileSizeA,kernel32.Lib
x64,GetCompressedFileSizeTransactedA,KERNEL32.dll,GetCompressedFileSizeTransactedA,kernel32.Lib
x64,GetCompressedFileSizeTransactedW,KERNEL32.dll,GetCompressedFileSizeTransactedW,kernel32.Lib
x64,GetCompressedFileSizeW,KERNEL32.dll,GetCompressedFileSizeW,kernel32.Lib
x64,GetComputerNameA,KERNEL32.dll,GetComputerNameA,kernel32.Lib
x64,GetComputerNameExA,KERNEL32.dll,GetComputerNameExA,kernel32.Lib
x64,GetComputerNameExA,api-ms-win-core-sysinfo-l1-2-0.dll,GetComputerNameExA,mincore.lib
x64,GetComputerNameExW,KERNEL32.dll,GetComputerNameExW,kernel32.Lib
x64,GetComputerNameExW,api-ms-win-core-sysinfo-l1-2-0.dll,GetComputerNameExW,mincore.lib
x64,GetComputerNameW,KERNEL32.dll,GetComputerNameW,kernel32.Lib
x64,GetComputerObjectNameA,Secur32.dll,GetComputerObjectNameA,Secur32.Lib
x64,GetComputerObjectNameW,Secur32.dll,GetComputerObjectNameW,Secur32.Lib
x64,GetConfigDsName,NTDSA.dll,GetConfigDsName,ntdsa.lib
x64,GetConfigParam,NTDSA.dll,GetConfigParam,ntdsa.lib
x64,GetConfigParamAllocW,NTDSA.dll,GetConfigParamAllocW,ntdsa.lib
x64,GetConfigParamW,NTDSA.dll,GetConfigParamW,ntdsa.lib
x64,GetConfigurationInfo,NTDSA.dll,GetConfigurationInfo,ntdsa.lib
x64,GetConfigurationName,NTDSA.dll,GetConfigurationName,ntdsa.lib
x64,GetConfigurationNamesList,NTDSA.dll,GetConfigurationNamesList,ntdsa.lib
x64,GetConsoleAliasA,KERNEL32.dll,GetConsoleAliasA,kernel32.Lib
x64,GetConsoleAliasExesA,KERNEL32.dll,GetConsoleAliasExesA,kernel32.Lib
x64,GetConsoleAliasExesLengthA,KERNEL32.dll,GetConsoleAliasExesLengthA,kernel32.Lib
x64,GetConsoleAliasExesLengthW,KERNEL32.dll,GetConsoleAliasExesLengthW,kernel32.Lib
x64,GetConsoleAliasExesW,KERNEL32.dll,GetConsoleAliasExesW,kernel32.Lib
x64,GetConsoleAliasW,KERNEL32.dll,GetConsoleAliasW,kernel32.Lib
x64,GetConsoleAliasesA,KERNEL32.dll,GetConsoleAliasesA,kernel32.Lib
x64,GetConsoleAliasesLengthA,KERNEL32.dll,GetConsoleAliasesLengthA,kernel32.Lib
x64,GetConsoleAliasesLengthW,KERNEL32.dll,GetConsoleAliasesLengthW,kernel32.Lib
x64,GetConsoleAliasesW,KERNEL32.dll,GetConsoleAliasesW,kernel32.Lib
x64,GetConsoleCP,KERNEL32.dll,GetConsoleCP,kernel32.Lib
x64,GetConsoleCP,api-ms-win-core-console-l1-1-0.dll,GetConsoleCP,mincore.lib
x64,GetConsoleCursorInfo,KERNEL32.dll,GetConsoleCursorInfo,kernel32.Lib
x64,GetConsoleCursorInfo,api-ms-win-core-console-l2-1-0.dll,GetConsoleCursorInfo,mincore.lib
x64,GetConsoleDisplayMode,KERNEL32.dll,GetConsoleDisplayMode,kernel32.Lib
x64,GetConsoleFontSize,KERNEL32.dll,GetConsoleFontSize,kernel32.Lib
